date,investor,acreage,pricePerM,price,numBedroom,numBathroom,furniture,directionHome,directionBalcony,district,quan,huyen,farCenter,lat,long,quarters
2020-10-02,tập đoàn vingroup,115.0,28.0,28 triệu/m²,3.0,2.0,cao cấp,tây-bắc,đông-nam,Nam Từ Liêm,1,0,9.598783261808332,21.0365676879883,105.760482788086,4
2020-10-02,tập đoàn vingroup,88.0,37.5,3.3 tỷ,2.0,2.0,cơ bản,Missing,Missing,Thanh Xuân,1,0,4.833123138746107,21.002666473388697,105.8154296875,4
2020-10-02,công ty cp tập đoàn nam cường hà nội,56.5,18.584070796460182,1.05 tỷ,2.0,1.0,cao cấp,tây-nam,đông-bắc,Hà Đông,1,0,9.745528175498508,20.983570098877,105.772262573242,4
2020-09-24,công ty cp terra gold việt nam,63.0,35.714285714285715,2.25 tỷ,2.0,1.0,full,đông-bắc,nam,Hai Bà Trưng,1,0,3.0253347790473306,21.0071236702454,105.869935590891,3
2020-10-02,tập đoàn vingroup,90.0,38.888888888888886,3.5 tỷ,2.0,2.0,cơ bản,tây-bắc,đông-nam,Thanh Xuân,1,0,4.833123138746107,21.002666473388697,105.8154296875,4
2020-10-02,tập đoàn vingroup,145.0,33.0,33 triệu/m²,3.0,2.0,cao cấp,tây-bắc,đông-nam,Thanh Xuân,1,0,4.833123138746107,21.002666473388697,105.8154296875,4
2020-10-02,công ty cp tập đoàn nam cường hà nội,54.0,17.592592592592585,950 triệu,2.0,1.0,cao cấp,tây-bắc,đông-nam,Hà Đông,1,0,11.831267976711915,20.9719924926758,105.75634002685499,4
2020-10-02,công ty cp tập đoàn nam cường hà nội,83.3,17.406962785114047,1.45 tỷ,2.0,2.0,cơ bản,đông-nam,tây-bắc,Hà Đông,1,0,9.745528175498508,20.983570098877,105.772262573242,4
2020-10-02,tập đoàn vingroup,80.0,64.0,64 triệu/m²,2.0,2.0,full,Missing,Missing,Ba Đình,1,0,3.9932741062709183,21.0317993164063,105.814193725586,4
2020-10-02,công ty cp xây lắp điện 1,61.0,24.0,24 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,7.3661959944227755,20.985540390014602,105.79894256591801,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,114.0,25.0,25 triệu/m²,3.0,2.0,cơ bản,tây-bắc,đông-nam,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,công ty cp đầu tư xây dựng và phát triển đô thị sông đà,70.0,56.42857142857143,3.95 tỷ,2.0,2.0,full,đông-nam,tây-bắc,Ba Đình,1,0,4.051746281402715,21.0354385375977,105.814140319824,4
2020-10-02,Missing,141.0,16.0,16 triệu/m²,4.0,3.0,chưa có,Missing,Missing,Thanh Trì,0,1,10.713507468163096,20.932672500610398,105.85007476806601,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,128.9,25.0,25 triệu/m²,3.0,2.0,cơ bản,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,công ty cp xuất nhập khẩu tổng hợp hà nội - geleximco,96.0,14.7,14.7 triệu/m²,2.0,2.0,cơ bản,đông-bắc,đông-nam,Hoài Đức,0,1,12.84363615392732,21.002981185913104,105.732055664063,4
2020-10-02,công ty cp xây dựng phục hưng holdings,77.6,30.0,30 triệu/m²,2.0,2.0,full,tây-bắc,đông-nam,Nam Từ Liêm,1,0,9.416751182330412,21.0300979614258,105.761878967285,4
2020-10-02,Missing,74.5,29.53020134228188,2.2 tỷ,2.0,2.0,cao cấp,tây-bắc,đông-nam,Bắc Từ Liêm,1,0,7.664309736975253,21.047119140625,105.78136444091801,4
2020-10-02,công ty cp đầu tư sài gòn - hà nội,60.0,27.5,1.65 tỷ,2.0,2.0,full,Missing,Missing,Hà Đông,1,0,9.847903589317568,20.973217010498,105.778854370117,4
2020-10-02,tập đoàn sun group,90.0,40.0,40 triệu/m²,3.0,2.0,cao cấp,Missing,Missing,Hai Bà Trưng,1,0,2.1887284705479577,21.0116748809814,105.86267852783199,4
2020-10-02,tập đoàn sun group,78.0,40.0,40 triệu/m²,2.0,2.0,cơ bản,Missing,Missing,Hai Bà Trưng,1,0,2.1887284705479577,21.0116748809814,105.86267852783199,4
2020-10-02,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,68.0,16.0,16 triệu/m²,2.0,2.0,cơ bản,tây-nam,đông-bắc,Hoàng Mai,1,0,6.041682910258938,20.9836158752441,105.820434570313,4
2020-10-02,Missing,66.0,29.0,29 triệu/m²,2.0,2.0,cơ bản,tây-nam,đông-bắc,Thanh Xuân,1,0,6.135333850019758,20.9947719573975,105.80612945556601,4
2020-10-02,công ty cp đầu tư sài gòn - hà nội,70.0,25.714285714285715,1.8 tỷ,2.0,2.0,cơ bản,Missing,Missing,Hà Đông,1,0,9.847903589317568,20.973217010498,105.778854370117,4
2020-10-02,công ty cp đầu tư dầu khí toàn cầu,75.0,32.0,32 triệu/m²,2.0,2.0,full,nam,bắc,Cầu Giấy,1,0,5.401400613960035,21.0443725585938,105.80323028564501,4
2020-10-02,tập đoàn sun group,118.0,40.0,40 triệu/m²,3.0,2.0,full,tây-nam,đông-bắc,Hai Bà Trưng,1,0,2.1887284705479577,21.0116748809814,105.86267852783199,4
2020-10-02,công ty cp đầu tư sài gòn - hà nội,91.0,24.505494505494514,2.23 tỷ,3.0,2.0,cơ bản,tây-bắc,đông-nam,Hà Đông,1,0,9.847903589317568,20.973217010498,105.778854370117,4
2020-09-25,công ty cp đầu tư phú thượng,94.0,26.0,26 triệu/m²,3.0,3.0,full,tây,đông,Tây Hồ,1,0,6.814360270004972,21.081007003784197,105.81809234619101,3
2020-10-02,tập đoàn sun group,162.0,40.0,40 triệu/m²,3.0,2.0,cơ bản,đông-bắc,tây-nam,Hai Bà Trưng,1,0,2.1887284705479577,21.0116748809814,105.86267852783199,4
2020-10-02,công ty cổ phần đầu tư mai linh,127.6,24.0,24 triệu/m²,3.0,2.0,full,tây-bắc,đông-nam,Nam Từ Liêm,1,0,8.27174549238667,21.0119361877441,105.77499389648399,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,128.9,25.0,25 triệu/m²,3.0,2.0,cao cấp,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,tập đoàn sun group,125.0,40.0,40 triệu/m²,3.0,3.0,cơ bản,Missing,Missing,Hai Bà Trưng,1,0,2.1887284705479577,21.0116748809814,105.86267852783199,4
2020-10-02,tổng công ty đầu tư phát triển nhà và đô thị hud,64.0,24.21875,1.55 tỷ,2.0,2.0,cao cấp,Missing,Missing,Hoàng Mai,1,0,5.248350986845057,20.9855632781982,105.83258056640601,4
2020-10-02,tập đoàn sun group,90.0,40.0,40 triệu/m²,2.0,2.0,cao cấp,Missing,Missing,Hai Bà Trưng,1,0,2.1887284705479577,21.0116748809814,105.86267852783199,4
2020-10-02,tập đoàn vingroup,100.0,49.0,4.9 tỷ,3.0,2.0,cao cấp,đông-bắc,tây-nam,Nam Từ Liêm,1,0,7.433990768186256,21.0190830230713,105.78173065185499,4
2020-10-02,Missing,60.0,31.66666666666667,1.9 tỷ,2.0,2.0,cơ bản,Missing,Missing,Nam Từ Liêm,1,0,9.14874000758283,21.0292072296143,105.764450073242,4
2020-10-02,tập đoàn vingroup,75.0,26.0,26 triệu/m²,2.0,2.0,full,Missing,Missing,Hai Bà Trưng,1,0,4.116973104094032,20.9947910308838,105.86784362792999,4
2020-10-02,Missing,88.0,47.72727272727273,4.2 tỷ,2.0,2.0,cao cấp,nam,bắc,Cầu Giấy,1,0,5.4419343966855855,21.0555477142334,105.80859375,4
2020-10-02,công ty cp xây dựng số 2 - vinaconex2,60.0,17.3,17.3 triệu/m²,2.0,2.0,full,đông-nam,tây-bắc,Hoàng Mai,1,0,7.050216790986244,20.9732913970947,105.82000732421899,4
2020-10-02,công ty cp acc - thăng long,84.0,42.0,42 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty cp đầu tư và xây dựng hud3,118.0,15.2,15.2 triệu/m²,3.0,2.0,full,Missing,Missing,Hà Đông,1,0,10.44956777460768,20.9663372039795,105.77752685546899,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,134.2,25.0,25 triệu/m²,3.0,2.0,full,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,tổng công ty viglacera,120.0,32.0,32 triệu/m²,3.0,2.0,cao cấp,Missing,Missing,Cầu Giấy,1,0,6.889574547644049,21.002698898315398,105.792427062988,4
2020-10-02,công ty cp acc - thăng long,100.0,42.0,42 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,tập đoàn vingroup,95.0,26.0,26 triệu/m²,3.0,2.0,full,Missing,Missing,Hai Bà Trưng,1,0,4.116973104094032,20.9947910308838,105.86784362792999,4
2020-10-02,công ty cp acc - thăng long,92.0,42.0,42 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty tnhh phát triển khu đô thị nam thăng long,267.0,32.0,32 triệu/m²,4.0,3.0,cao cấp,tây-bắc,đông-nam,Tây Hồ,1,0,6.462685103642633,21.072135925293,105.810997009277,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,128.9,25.0,25 triệu/m²,3.0,2.0,cao cấp,đông-bắc,tây-nam,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,công ty cp đầu tư và phát triển hòa bình - hbi,178.0,30.5,30.5 triệu/m²,3.0,2.0,full,đông-nam,tây-bắc,Thanh Xuân,1,0,6.23351268578007,20.9972763061523,105.80298614502001,4
2020-10-02,công ty cp đầu tư và phát triển đô thị long giang,70.0,40.0,2.8 tỷ,2.0,2.0,full,tây-nam,đông-bắc,Thanh Xuân,1,0,5.651825644453077,20.9991188049316,105.80844116210899,4
2020-10-02,Missing,55.0,32.72727272727273,1.8 tỷ,2.0,1.0,cơ bản,Missing,Missing,Gia Lâm,0,1,11.966388708428244,21.0024147033691,105.964111328125,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,185.0,25.0,25 triệu/m²,5.0,3.0,full,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,tập đoàn vingroup,160.0,28.0,28 triệu/m²,4.0,3.0,cơ bản,tây-bắc,đông-nam,Nam Từ Liêm,1,0,9.598783261808332,21.0365676879883,105.760482788086,4
2020-10-02,công ty cp hóa dầu quân đội,162.0,26.543209876543212,4.3 tỷ,4.0,3.0,cao cấp,đông-bắc,đông-nam,Cầu Giấy,1,0,6.935462297864548,21.0371532440186,105.786338806152,4
2020-10-02,Missing,88.0,16.0,16 triệu/m²,2.0,2.0,cơ bản,Missing,Missing,Thanh Trì,0,1,10.713507468163096,20.932672500610398,105.85007476806601,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,104.0,25.0,25 triệu/m²,3.0,2.0,chưa có,tây,nam,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,công ty tnhh thiên hương,63.0,23.6,23.6 triệu/m²,2.0,2.0,cao cấp,Missing,Missing,Long Biên,1,0,7.0909498352165405,21.0577354431152,105.91335296630899,4
2020-10-02,công ty cp đầu tư địa ốc sông hồng,110.0,34.0,34 triệu/m²,3.0,2.0,chưa có,Missing,Missing,Đống Đa,1,0,3.981111659216696,21.014835357665998,105.81726837158199,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,128.9,25.0,25 triệu/m²,3.0,2.0,cơ bản,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,công ty cp nông sản agrexim,63.0,19.2,19.2 triệu/m²,2.0,1.0,full,Missing,Missing,Hai Bà Trưng,1,0,3.665337018194683,21.00026512146,105.86993408203101,4
2020-10-02,công ty cp đầu tư phát triển nhà và đô thị vinaconex,73.0,20.0,20 triệu/m²,2.0,2.0,chưa có,Missing,Missing,Hai Bà Trưng,1,0,3.815136564039451,20.998477935790998,105.869430541992,4
2020-10-02,công ty cp đầu tư lạc hồng,95.0,26.0,26 triệu/m²,3.0,2.0,cao cấp,nam,bắc,Bắc Từ Liêm,1,0,6.974861872952794,21.065750122070305,105.79821014404301,4
2020-10-02,tổng công ty xây dựng hà nội,136.0,26.0,26 triệu/m²,3.0,2.0,cao cấp,đông,tây-nam,Bắc Từ Liêm,1,0,7.019174439337768,21.063655853271502,105.79613494872999,4
2020-10-02,công ty cp tập đoàn xây dựng và thiết bị công nghiệp cie corp,73.4,28.0,28 triệu/m²,3.0,2.0,chưa có,tây-bắc,đông-nam,Thanh Xuân,1,0,6.4078477176871225,20.9996452331543,105.799385070801,4
2020-10-02,tổng công ty xây dựng hà nội,136.0,26.0,26 triệu/m²,3.0,2.0,cao cấp,đông,đông-nam,Bắc Từ Liêm,1,0,7.019174439337768,21.063655853271502,105.79613494872999,4
2020-10-02,công ty cp tập đoàn xây dựng và thiết bị công nghiệp cie corp,136.0,28.0,28 triệu/m²,3.0,2.0,cơ bản,tây-nam,đông-nam,Thanh Xuân,1,0,6.4078477176871225,20.9996452331543,105.799385070801,4
2020-10-02,Missing,91.0,28.0,28 triệu/m²,2.0,2.0,cơ bản,tây-nam,đông-bắc,Thanh Xuân,1,0,6.003063114612288,21.0004196166992,105.803436279297,4
2020-10-02,công ty cp đầu tư văn phú - invest,98.0,26.4,26.4 triệu/m²,3.0,2.0,full,tây-bắc,đông-nam,Cầu Giấy,1,0,6.396199747107347,21.0160980224609,105.79248809814501,4
2020-10-02,công ty cp tập đoàn sunshine,80.0,37.5,3 tỷ,2.0,2.0,cao cấp,nam,bắc,Bắc Từ Liêm,1,0,8.919998707169873,21.08567063526,105.791913032531,4
2020-10-02,Missing,93.0,28.0,28 triệu/m²,3.0,2.0,chưa có,tây-bắc,đông-nam,Thanh Xuân,1,0,6.003063114612288,21.0004196166992,105.803436279297,4
2020-10-02,tập đoàn vingroup,106.0,42.64150943396226,4.52 tỷ,3.0,2.0,cao cấp,bắc,nam,Hai Bà Trưng,1,0,4.152857196946919,20.994333267211896,105.86756134033199,4
2020-10-02,công ty cp tập đoàn sunshine,98.0,36.734693877551024,3.6 tỷ,3.0,2.0,cao cấp,bắc,nam,Bắc Từ Liêm,1,0,8.913685113781874,21.085590551469103,105.791913032531,4
2020-10-02,công ty đầu tư xây dựng số 2 hà nội,82.2,27.0,27 triệu/m²,2.0,2.0,chưa có,tây-bắc,đông-bắc,Thanh Xuân,1,0,5.646182286792923,21.004817962646502,105.804672241211,4
2020-10-02,công ty cp acc - thăng long,102.0,42.0,42 triệu/m²,3.0,2.0,cao cấp,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty tnhh thương mại - quảng cáo - xây dựng - địa ốc việt hân,169.0,25.0,25 triệu/m²,4.0,3.0,cơ bản,tây-bắc,đông-nam,Bắc Từ Liêm,1,0,8.914089615411918,21.0403366088867,105.76758575439501,4
2020-10-02,công ty cp sông đà 7,71.02,31.5,31.5 triệu/m²,2.0,2.0,cao cấp,tây-bắc,đông-nam,Thanh Xuân,1,0,6.0728948651079415,20.9962978363037,105.805633544922,4
2020-10-02,công ty cp đầu tư xây dựng phát triển nhà số 7 hà nội,75.0,42.66666666666666,3.2 tỷ,2.0,2.0,full,Missing,Missing,Tây Hồ,1,0,5.7467144670229375,21.0555438995361,105.805130004883,4
2020-10-02,Missing,75.0,31.56,2.367 tỷ,2.0,2.0,full,Missing,Missing,Bắc Từ Liêm,1,0,7.664309736975253,21.047119140625,105.78136444091801,4
2020-10-02,Missing,70.0,15.714285714285715,1.1 tỷ,2.0,2.0,cơ bản,Missing,Missing,Thanh Trì,0,1,9.2162475303819,20.9461421966553,105.855453491211,4
2020-10-02,công ty cp acc - thăng long,92.0,42.0,42 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,45.0,13.0,13 triệu/m²,1.0,1.0,full,đông-bắc,tây-bắc,Hoàng Mai,1,0,7.640589727103954,20.96473503112789,105.826362609863,4
2020-10-02,công ty cp acc - thăng long,84.0,42.0,42 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty cp đầu tư sài gòn - hà nội,70.0,25.714285714285715,1.8 tỷ,2.0,2.0,cao cấp,đông-nam,tây-bắc,Hà Đông,1,0,9.847903589317568,20.973217010498,105.778854370117,4
2020-10-02,Missing,80.0,20.0,20 triệu/m²,2.0,2.0,cao cấp,Missing,Missing,Hoàng Mai,1,0,4.624339870138714,20.990182876586896,105.86865997314501,4
2020-10-02,công ty cp hóa dầu quân đội,56.4,17.8,17.8 triệu/m²,2.0,2.0,cao cấp,Missing,Missing,Hà Đông,1,0,10.678099112776515,20.9525299072266,105.790313720703,4
2020-10-02,công ty cp acc - thăng long,100.0,42.0,42 triệu/m²,3.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty cp tid,133.0,31.0,31 triệu/m²,2.0,2.0,cao cấp,nam,bắc,Nam Từ Liêm,1,0,7.884519625473456,21.0300445556641,105.776626586914,4
2020-09-18,công ty cp xây dựng số 2 - vinaconex2,65.1,17.3,17.3 triệu/m²,2.0,2.0,full,tây-nam,đông-nam,Hoàng Mai,1,0,7.050216790986244,20.9732913970947,105.82000732421899,3
2020-10-02,công ty cp xây dựng số 3 - vinaconex3,65.0,30.0,1.95 tỷ,2.0,1.0,full,đông-bắc,đông-nam,Cầu Giấy,1,0,6.420244489838315,21.033617019653303,105.790916442871,4
2020-10-02,công ty cp đầu tư xây dựng và địa ốc  an việt hưng,75.0,24.0,24 triệu/m²,2.0,2.0,full,tây-bắc,đông-nam,Thanh Trì,0,1,6.786143466501585,20.984567642211896,105.807662963867,4
2020-10-02,công ty cp acc - thăng long,80.0,42.0,42 triệu/m²,2.0,2.0,cao cấp,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty cp xây dựng và thương mại bắc hà,108.0,17.5,17.5 triệu/m²,3.0,2.0,full,Missing,Missing,Nam Từ Liêm,1,0,8.292462515421455,20.9908123016357,105.78391265869101,4
2020-10-02,công ty cp acc - thăng long,100.0,42.0,42 triệu/m²,3.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,Missing,121.0,26.44628099173553,3.2 tỷ,4.0,3.0,full,tây-bắc,đông-nam,Nam Từ Liêm,1,0,9.14874000758283,21.0292072296143,105.764450073242,4
2020-10-02,công ty cp acc - thăng long,83.0,42.0,42 triệu/m²,2.0,2.0,cao cấp,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,doanh nghiệp tư nhân xây dựng số 1 tỉnh điện biên,76.0,14.0,14 triệu/m²,3.0,2.0,full,Missing,Missing,Hoàng Mai,1,0,7.775177641365832,20.963314056396502,105.82673645019501,4
2020-10-02,công ty cp acc - thăng long,84.0,42.0,42 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty cp bất động sản hải phát,72.9,21.5,21.5 triệu/m²,2.0,2.0,full,Missing,Missing,Hà Đông,1,0,11.129799153576386,20.9760246276855,105.761596679688,4
2020-10-02,công ty cp acc - thăng long,100.0,42.0,42 triệu/m²,3.0,2.0,full,tây-bắc,đông-nam,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,công ty cp acc - thăng long,83.68,42.0,42 triệu/m²,3.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-10-02,tân hoàng minh group,82.0,34.14634146341464,2.8 tỷ,2.0,2.0,cơ bản,tây-bắc,đông-nam,Cầu Giấy,1,0,6.563943634959253,21.0058059692383,105.79437255859399,4
2020-10-02,công ty cổ phần đầu tư mai linh,118.0,24.0,24 triệu/m²,3.0,2.0,cao cấp,Missing,Missing,Nam Từ Liêm,1,0,8.27174549238667,21.0119361877441,105.77499389648399,4
2020-10-02,Missing,64.0,16.71875,1.07 tỷ,2.0,2.0,cao cấp,tây-bắc,tây-nam,Thanh Trì,0,1,9.2162475303819,20.9461421966553,105.855453491211,4
2020-10-02,công ty cp acc - thăng long,100.0,42.0,42 triệu/m²,3.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,4.092285023288113,21.0000820159912,105.82803344726601,4
2020-09-25,Missing,66.7,28.0,28 triệu/m²,2.0,2.0,full,tây-bắc,đông-nam,Hoàng Mai,1,0,5.02702855862451,20.9837379455566,105.8515625,3
2020-09-25,công ty cp đầu tư bất động sản đông đô - bqp,92.0,23.0,23 triệu/m²,2.0,2.0,cơ bản,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,9.919088412159454,21.0919170379639,105.78500366210899,3
2020-09-25,công ty đầu tư xây dựng số 2 hà nội,102.0,30.0,30 triệu/m²,3.0,2.0,cao cấp,tây-nam,đông-bắc,Cầu Giấy,1,0,5.498706753728055,21.0322113037109,105.799697875977,3
2020-10-02,tập đoàn hà đô,92.0,22.0,22 triệu/m²,2.0,2.0,cao cấp,đông-bắc,nam,Cầu Giấy,1,0,6.131452133782141,21.027410507202106,105.793510437012,4
2020-10-02,công ty cp đầu tư và thương mại thăng long,79.0,24.0,24 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,5.027127440538586,20.985431671142603,105.839340209961,4
2020-10-02,Missing,74.5,29.53020134228188,2.2 tỷ,2.0,2.0,cao cấp,tây-bắc,đông-nam,Bắc Từ Liêm,1,0,7.664309736975253,21.047119140625,105.78136444091801,4
2020-10-02,Missing,89.0,30.337078651685392,2.7 tỷ,3.0,2.0,cao cấp,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,7.664309736975253,21.047119140625,105.78136444091801,4
2020-09-25,Missing,66.7,28.0,28 triệu/m²,2.0,2.0,full,tây-bắc,đông-nam,Hoàng Mai,1,0,5.02702855862451,20.9837379455566,105.8515625,3
2020-09-25,công ty cp đầu tư bất động sản đông đô - bqp,92.0,23.0,23 triệu/m²,2.0,2.0,cơ bản,tây-nam,đông-bắc,Bắc Từ Liêm,1,0,9.919088412159454,21.0919170379639,105.78500366210899,3
2020-09-25,công ty đầu tư xây dựng số 2 hà nội,102.0,30.0,30 triệu/m²,3.0,2.0,cao cấp,tây-nam,đông-bắc,Cầu Giấy,1,0,5.498706753728055,21.0322113037109,105.799697875977,3
2020-10-02,tập đoàn hà đô,92.0,22.0,22 triệu/m²,2.0,2.0,cao cấp,đông-bắc,nam,Cầu Giấy,1,0,6.131452133782141,21.027410507202106,105.793510437012,4
2020-10-02,công ty cp đầu tư và thương mại thăng long,79.0,24.0,24 triệu/m²,2.0,2.0,full,Missing,Missing,Thanh Xuân,1,0,5.027127440538586,20.985431671142603,105.839340209961,4
2020-10-02,công ty cp đầu tư và xây dựng tân việt,78.05,11.5,11.5 triệu/m²,2.0,2.0,full,tây-bắc,đông-nam,Hoài Đức,0,1,17.621644888753,21.0776081085205,105.691108703613,4
2020-10-02,công ty cp sông đà 1.01,92.0,16.5,16.5 triệu/m²,2.0,2.0,full,tây-nam,đông-bắc,Hà Đông,1,0,9.527096349758283,20.961841583252,105.79552459716801,4
2020-10-02,công ty cp xây dựng số 2 - vinaconex2,53.5,17.3,17.3 triệu/m²,2.0,2.0,full,đông-nam,đông-nam,Hoàng Mai,1,0,7.050216790986244,20.9732913970947,105.82000732421899,4
2020-10-02,công ty cp đầu tư lạc hồng,100.0,26.0,26 triệu/m²,3.0,2.0,full,Missing,Missing,Bắc Từ Liêm,1,0,6.974861872952794,21.065750122070305,105.79821014404301,4
2020-10-02,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,98.0,21.938775510204078,2.15 tỷ,3.0,2.0,cơ bản,Missing,Missing,Nam Từ Liêm,1,0,9.202744560839538,21.0341358184814,105.764106750488,4
2020-10-02,tập đoàn hòa phát,130.0,38.0,38 triệu/m²,2.0,2.0,full,tây-nam,đông-bắc,Cầu Giấy,1,0,6.222152995588278,21.0044841766357,105.798629760742,4
2020-10-02,tập đoàn hà đô,128.0,22.0,22 triệu/m²,3.0,3.0,cao cấp,Missing,Missing,Cầu Giấy,1,0,6.131452133782141,21.027410507202106,105.793510437012,4
2020-10-02,tổng công ty đầu tư phát triển nhà và đô thị bộ quốc phòng,123.3,25.0,25 triệu/m²,3.0,2.0,full,tây-bắc,đông-bắc,Thanh Xuân,1,0,6.875766822774979,20.993579864502,105.79821014404301,4
2020-10-02,Missing,74.6,30.83109919571045,2.3 tỷ,3.0,2.0,chưa có,tây-nam,đông-bắc,Gia Lâm,0,1,11.966388708428244,21.0024147033691,105.964111328125,4
2020-10-02,công ty cp đầu tư và xây dựng hud1,92.0,25.0,25 triệu/m²,2.0,2.0,cơ bản,tây-bắc,đông-nam,Hoàng Mai,1,0,5.466941142130408,20.9827823638916,105.83438110351601,4
2020-10-02,công ty cp tòa nhà cftd-vla,100.0,29.0,2.9 tỷ,2.0,2.0,full,Missing,Missing,Cầu Giấy,1,0,6.381197551803639,21.024976730346697,105.791229248047,4
2020-09-25,công ty cp đầu tư bất động sản đông đô - bqp,92.0,23.0,23 triệu/m²,2.0,2.0,cơ bản,tây-bắc,đông-nam,Bắc Từ Liêm,1,0,9.919088412159454,21.0919170379639,105.78500366210899,3
2020-10-02,công ty cp xây dựng số 3 - vinaconex3,73.0,24.65753424657534,1.8 tỷ,2.0,2.0,cơ bản,Missing,Missing,Nam Từ Liêm,1,0,8.47552866031714,20.994457244873,105.779754638672,4
2020-10-02,tập đoàn vingroup,80.0,64.0,64 triệu/m²,2.0,2.0,cao cấp,Missing,Missing,Ba Đình,1,0,3.9932741062709183,21.0317993164063,105.814193725586,4
2020-10-02,tân hoàng minh group,51.0,42.15686274509804,2.15 tỷ,2.0,1.0,full,Missing,Missing,Cầu Giấy,1,0,6.563943634959253,21.0058059692383,105.79437255859399,4
2020-10-02,công ty cp đầu tư xây dựng bđs lanmak,112.0,24.5,24.5 triệu/m²,3.0,2.0,cơ bản,Missing,Missing,Bắc Từ Liêm,1,0,6.719865845588172,21.0658798217773,105.80138397216801,4
2020-10-02,tân hoàng minh group,76.0,37.89473684210526,2.88 tỷ,2.0,2.0,cơ bản,Missing,Missing,Cầu Giấy,1,0,6.563943634959253,21.0058059692383,105.79437255859399,4
2020-10-02,Missing,69.0,32.17391304347826,2.22 tỷ,2.0,2.0,cao cấp,đông-nam,tây-bắc,Hoàng Mai,1,0,6.901127354793964,20.9739685058594,105.82169342041,4
2020-10-02,Missing,94.0,30.85106382978724,2.9 tỷ,3.0,2.0,cơ bản,Missing,Missing,Hai Bà Trưng,1,0,4.298979177513021,20.995892899999998,105.87399690000001,4
